pH,EC,W_Temp,A_Temp,Humid,CO2,Light_on_off,Water_cooler,Air_Cooler,Air_Vent,Dehumidifier,Humidifier,Acid_Dozer,Base_Dozer,Nutrient_Dozer,Distilled_Water_Dozer,Binary,Decimal_Label
6.08,1.38,24.83,18.33,82.7,769,1,1,0,0,1,0,0,0,0,1,10010000,144
6.12,1.12,20.44,25.91,83.6,1082,1,0,1,1,1,0,0,0,0,0,01110000,112
5.8,0.49,22.91,24.75,87.0,377,0,1,1,0,1,0,0,0,1,0,11010001,209
6.16,0.51,17.21,22.78,73.7,412,0,0,0,0,0,0,0,0,1,0,00000001,1
6.45,0.74,22.22,27.21,61.5,425,0,1,1,0,0,0,0,0,0,0,11000000,192
6.16,1.45,25.98,18.03,54.9,615,0,1,0,0,0,1,0,0,0,1,10001000,136
6.55,0.87,26.91,16.39,66.5,979,1,1,0,0,0,0,1,0,0,0,10000100,132
6.66,1.38,27.04,27.99,68.7,548,0,1,1,0,0,0,1,0,0,1,11000100,196
6.66,1.32,25.61,26.39,78.0,1036,0,1,1,1,0,0,1,0,0,1,11100100,228
5.72,0.48,23.87,20.03,74.2,501,1,1,0,0,0,0,0,1,1,0,10000011,131
6.64,1.0,16.2,16.21,70.7,435,0,0,0,0,0,0,1,0,0,0,00000100,4
6.85,0.98,18.24,16.67,66.9,386,1,0,0,0,0,0,1,0,0,0,00000100,4
6.04,1.0,27.85,27.04,52.9,1066,0,1,1,1,0,1,0,0,0,0,11101000,232
5.78,1.19,23.29,16.72,87.9,495,1,1,0,0,1,0,0,1,0,0,10010010,146
6.8,0.55,22.46,26.03,50.1,895,1,1,1,0,0,1,1,0,1,0,11001101,205
6.77,1.22,18.76,23.77,80.0,830,1,0,0,0,0,0,1,0,0,1,00000100,4
5.72,1.09,27.83,26.03,85.4,869,1,1,1,0,1,0,0,1,0,0,11010010,210
5.59,0.92,27.6,16.49,85.8,368,1,1,0,0,1,0,0,1,0,0,10010010,146
6.34,1.27,18.9,21.79,93.7,677,1,0,0,0,1,0,0,0,0,1,00010000,16
6.72,0.79,19.4,20.61,62.6,564,1,0,0,0,0,0,1,0,0,0,00000100,4
5.42,1.06,27.15,23.44,80.9,713,1,1,0,0,1,0,0,1,0,0,10010010,146
6.51,1.45,21.7,24.39,69.3,363,1,0,1,0,0,0,1,0,0,1,01000100,68
6.72,1.19,25.59,17.96,72.1,969,1,1,0,0,0,0,1,0,0,0,10000100,132
5.42,1.49,26.51,17.96,80.1,595,1,1,0,0,1,0,0,1,0,1,10010010,146
6.24,0.85,16.73,17.99,92.3,1036,1,0,0,1,1,0,0,0,0,0,00110000,48
6.77,0.98,17.8,20.76,74.1,699,1,0,0,0,0,0,1,0,0,0,00000100,4
5.94,1.29,26.75,27.6,92.9,800,0,1,1,0,1,0,0,0,0,1,11010000,208
6.5,1.37,25.12,26.48,77.5,850,0,1,1,0,0,0,0,0,0,1,11000000,192
5.43,0.64,18.71,21.41,53.0,944,0,0,0,0,0,1,0,1,0,0,00001010,10
5.99,0.72,26.12,26.91,51.6,713,0,1,1,0,0,1,0,0,0,0,11001000,200
5.73,0.68,19.72,26.25,90.6,322,1,0,1,0,1,0,0,1,0,0,01010010,82
6.65,1.17,26.74,25.74,61.1,729,1,1,1,0,0,0,1,0,0,0,11000100,196
5.81,1.16,16.96,25.06,68.9,351,1,0,1,0,0,0,0,0,0,0,01000000,64
5.76,1.12,16.14,22.43,78.5,1007,0,0,0,1,0,0,0,1,0,0,00100010,34
5.45,0.81,25.64,18.41,78.5,423,0,1,0,0,0,0,0,1,0,0,10000010,130
6.8,1.09,27.84,24.98,85.2,894,1,1,1,0,1,0,1,0,0,0,11010100,212
6.01,0.51,17.84,23.38,79.4,456,0,0,0,0,0,0,0,0,1,0,00000001,1
5.56,1.04,19.27,20.31,54.4,528,1,0,0,0,0,1,0,1,0,0,00001010,10
5.64,1.39,17.71,24.62,58.2,929,1,0,1,0,0,1,0,1,0,1,01001010,74
5.6,0.44,23.47,21.64,77.9,485,1,1,0,0,0,0,0,1,1,0,10000011,131
6.3,1.41,16.47,20.21,62.0,693,1,0,0,0,0,0,0,0,0,1,00000000,0
5.98,0.44,26.13,26.09,66.7,811,0,1,1,0,0,0,0,0,1,0,11000001,193
5.82,0.46,22.79,22.91,78.3,600,1,1,0,0,0,0,0,0,1,0,10000001,129
6.37,0.84,24.38,27.51,69.1,729,1,1,1,0,0,0,0,0,0,0,11000000,192
6.46,0.93,22.46,26.07,71.9,934,1,1,1,0,0,0,0,0,0,0,11000000,192
6.63,0.58,19.01,16.78,60.5,394,1,0,0,0,0,0,1,0,1,0,00000101,5
6.73,1.13,27.4,27.41,83.7,449,1,1,1,0,1,0,1,0,0,0,11010100,212
6.83,0.71,20.27,25.14,53.1,790,0,0,1,0,0,1,1,0,0,0,01001100,76
5.61,1.11,20.26,27.78,88.4,606,0,0,1,0,1,0,0,1,0,0,01010010,82
6.19,1.19,22.32,25.05,87.0,792,1,1,1,0,1,0,0,0,0,0,11010000,208
6.72,0.72,19.49,22.01,70.5,444,0,0,0,0,0,0,1,0,0,0,00000100,4
6.14,1.36,20.56,22.83,62.0,1076,0,0,0,1,0,0,0,0,0,1,00100000,32
5.72,0.98,19.26,25.92,76.8,629,1,0,1,0,0,0,0,1,0,0,01000010,66
6.05,0.95,27.77,27.12,85.4,799,0,1,1,0,1,0,0,0,0,0,11010000,208
6.83,0.92,24.71,18.76,82.6,920,1,1,0,0,1,0,1,0,0,0,10010100,148
6.27,1.18,18.35,18.66,63.3,357,1,0,0,0,0,0,0,0,0,0,00000000,0
6.52,0.35,23.74,22.81,72.8,357,1,1,0,0,0,0,1,0,1,0,10000101,133
6.89,0.86,17.57,26.89,54.2,519,0,0,1,0,0,1,1,0,0,0,01001100,76
6.72,1.36,21.65,20.57,52.7,1091,0,0,0,1,0,1,1,0,0,1,00101100,44
6.0,1.18,18.54,26.45,50.5,593,1,0,1,0,0,1,0,0,0,0,01001000,72
6.23,0.75,16.9,20.72,58.5,931,1,0,0,0,0,1,0,0,0,0,00001000,8
6.15,1.22,27.93,24.4,61.7,697,0,1,1,0,0,0,0,0,0,1,11000000,192
6.61,0.82,22.79,23.9,64.7,618,1,1,0,0,0,0,1,0,0,0,10000100,132
5.7,0.93,16.02,19.91,90.6,769,1,0,0,0,1,0,0,1,0,0,00010010,18
6.76,0.48,23.58,18.38,60.7,871,0,1,0,0,0,0,1,0,1,0,10000101,133
6.29,0.7,22.21,18.28,65.6,1053,1,1,0,1,0,0,0,0,0,0,10100000,160
6.27,0.41,21.13,20.2,59.5,1040,1,0,0,1,0,1,0,0,1,0,00101001,41
5.95,0.51,21.21,17.99,62.5,465,0,0,0,0,0,0,0,0,1,0,00000001,1
5.65,0.56,17.7,22.2,92.0,789,0,0,0,0,1,0,0,1,1,0,00010011,19
6.74,1.18,21.74,25.3,88.2,624,0,0,1,0,1,0,1,0,0,0,01010100,84
5.75,0.3,18.03,27.77,68.9,952,1,0,1,0,0,0,0,1,1,0,01000011,67
5.56,0.91,16.16,19.03,64.5,548,1,0,0,0,0,0,0,1,0,0,00000010,2
5.49,1.09,27.39,21.31,54.3,666,1,1,0,0,0,1,0,1,0,0,10001010,138
6.53,0.91,22.62,21.09,87.6,678,1,1,0,0,1,0,1,0,0,0,10010100,148
5.57,0.39,22.39,20.22,65.4,1019,0,1,0,1,0,0,0,1,1,0,10100011,163
5.56,0.8,22.36,24.35,84.4,879,1,1,1,0,1,0,0,1,0,0,11010010,210
6.59,1.35,22.93,22.8,54.7,310,0,1,0,0,0,1,1,0,0,1,10001100,140
5.81,0.95,21.39,17.56,50.6,1034,0,0,0,1,0,1,0,0,0,0,00101000,40
6.03,1.1,19.57,27.43,77.7,534,1,0,1,0,0,0,0,0,0,0,01000000,64
5.74,0.6,22.2,21.49,89.3,583,1,1,0,0,1,0,0,1,0,0,10010010,146
5.72,1.34,25.67,27.41,57.6,941,1,1,1,0,0,1,0,1,0,1,11001010,202
6.16,0.37,27.54,20.33,51.6,934,0,1,0,0,0,1,0,0,1,0,10001001,137
5.46,0.81,16.65,25.61,50.8,955,1,0,1,0,0,1,0,1,0,0,01001010,74
5.92,0.86,26.38,24.65,59.1,582,1,1,1,0,0,1,0,0,0,0,11001000,200
6.1,0.83,18.61,26.38,61.1,526,1,0,1,0,0,0,0,0,0,0,01000000,64
5.58,0.98,24.17,23.74,55.7,1058,1,1,0,1,0,1,0,1,0,0,10101010,170
5.72,1.49,24.29,24.35,62.7,1083,1,1,1,1,0,0,0,1,0,1,11100010,226
5.61,0.76,22.01,21.15,51.3,609,0,1,0,0,0,1,0,1,0,0,10001010,138
6.08,0.5,16.69,19.23,69.5,748,0,0,0,0,0,0,0,0,1,0,00000001,1
6.61,0.4,26.93,16.38,72.7,1056,1,1,0,1,0,0,1,0,1,0,10100101,165
5.75,1.06,18.7,27.22,79.2,692,1,0,1,0,0,0,0,1,0,0,01000010,66
5.73,1.38,20.37,24.91,77.2,478,0,0,1,0,0,0,0,1,0,1,01000010,66
6.12,1.08,17.34,27.53,74.2,496,1,0,1,0,0,0,0,0,0,0,01000000,64
6.84,1.48,23.01,19.43,60.8,878,0,1,0,0,0,0,1,0,0,1,10000100,132
5.43,1.46,16.69,26.43,83.5,941,1,0,1,0,1,0,0,1,0,1,01010010,82
6.01,1.05,27.04,16.84,87.8,389,0,1,0,0,1,0,0,0,0,0,10010000,144
6.06,1.06,24.17,20.28,70.6,631,1,1,0,0,0,0,0,0,0,0,10000000,128
5.61,1.09,27.43,16.23,60.0,443,0,1,0,0,0,0,0,1,0,0,10000010,130
6.14,1.22,17.69,18.75,77.1,883,1,0,0,0,0,0,0,0,0,1,00000000,0
6.32,0.55,25.82,16.32,83.4,529,0,1,0,0,1,0,0,0,1,0,10010001,145
5.43,0.76,24.39,22.01,79.2,319,1,1,0,0,0,0,0,1,0,0,10000010,130
5.49,0.39,22.45,19.7,74.8,574,0,1,0,0,0,0,0,1,1,0,10000011,131
5.42,0.35,25.1,26.68,53.7,521,1,1,1,0,0,1,0,1,1,0,11001011,203
6.25,0.61,21.36,16.64,68.0,512,0,0,0,0,0,0,0,0,0,0,00000000,0
6.19,0.84,23.58,17.8,72.2,718,0,1,0,0,0,0,0,0,0,0,10000000,128
6.76,0.99,16.01,27.47,80.3,937,1,0,1,0,1,0,1,0,0,0,01010100,84
6.64,1.43,18.62,22.63,83.5,816,0,0,0,0,1,0,1,0,0,1,00010100,20
6.64,0.77,22.87,24.04,89.3,607,0,1,1,0,1,0,1,0,0,0,11010100,212
5.97,1.4,17.49,27.15,82.5,943,0,0,1,0,1,0,0,0,0,1,01010000,80
6.6,1.01,20.03,20.41,88.9,309,0,0,0,0,1,0,1,0,0,0,00010100,20
6.27,0.89,25.59,26.54,84.9,409,1,1,1,0,1,0,0,0,0,0,11010000,208
5.51,1.4,19.98,19.78,92.6,945,0,0,0,0,1,0,0,1,0,1,00010010,18
6.03,1.35,16.6,23.38,87.3,445,1,0,0,0,1,0,0,0,0,1,00010000,16
6.55,1.2,22.01,23.24,83.0,888,1,1,0,0,1,0,1,0,0,0,10010100,148
5.81,1.22,27.52,21.8,88.6,613,0,1,0,0,1,0,0,0,0,1,10010000,144
5.6,0.53,23.66,17.01,59.3,695,0,1,0,0,0,1,0,1,1,0,10001011,139
6.18,0.7,16.43,22.38,59.5,350,1,0,0,0,0,1,0,0,0,0,00001000,8
6.5,1.28,26.5,17.61,51.7,394,1,1,0,0,0,1,0,0,0,1,10001000,136
5.6,0.35,16.24,23.88,52.0,382,1,0,0,0,0,1,0,1,1,0,00001011,11
5.67,0.45,22.13,21.78,71.8,883,1,1,0,0,0,0,0,1,1,0,10000011,131
5.58,0.39,24.01,22.77,65.3,1033,1,1,0,1,0,0,0,1,1,0,10100011,163
5.63,1.25,27.31,23.88,63.5,621,1,1,0,0,0,0,0,1,0,1,10000010,130
5.68,1.5,20.58,25.39,86.0,779,0,0,1,0,1,0,0,1,0,1,01010010,82
6.46,1.17,26.74,19.98,60.3,865,1,1,0,0,0,0,0,0,0,0,10000000,128
6.08,1.37,17.56,22.78,91.1,852,1,0,0,0,1,0,0,0,0,1,00010000,16
6.74,1.01,27.85,25.39,70.6,792,1,1,1,0,0,0,1,0,0,0,11000100,196
6.48,0.95,25.94,17.67,53.8,995,0,1,0,0,0,1,0,0,0,0,10001000,136
6.79,1.46,17.24,17.65,58.0,834,0,0,0,0,0,1,1,0,0,1,00001100,12
6.69,0.7,17.93,22.1,75.7,541,1,0,0,0,0,0,1,0,0,0,00000100,4
6.44,1.22,19.6,17.45,84.0,887,0,0,0,0,1,0,0,0,0,1,00010000,16
6.17,0.6,17.33,26.88,75.6,585,0,0,1,0,0,0,0,0,0,0,01000000,64
5.64,1.37,25.94,20.39,85.6,676,0,1,0,0,1,0,0,1,0,1,10010010,146
5.71,1.1,18.12,18.05,59.4,929,0,0,0,0,0,1,0,1,0,0,00001010,10
5.53,0.65,27.61,19.09,69.3,868,0,1,0,0,0,0,0,1,0,0,10000010,130
6.82,1.38,16.98,16.94,70.8,530,0,0,0,0,0,0,1,0,0,1,00000100,4
6.42,0.74,21.02,23.64,69.4,1052,0,0,0,1,0,0,0,0,0,0,00100000,32
6.0,0.37,27.11,27.01,74.3,788,1,1,1,0,0,0,0,0,1,0,11000001,193
6.87,1.04,23.54,20.41,73.8,383,1,1,0,0,0,0,1,0,0,0,10000100,132
6.46,0.99,17.43,22.62,65.7,854,1,0,0,0,0,0,0,0,0,0,00000000,0
5.83,0.87,27.89,22.57,94.5,638,0,1,0,0,1,0,0,0,0,0,10010000,144
5.81,0.69,27.6,19.08,87.5,658,1,1,0,0,1,0,0,0,0,0,10010000,144
6.67,0.89,20.01,22.56,89.5,426,1,0,0,0,1,0,1,0,0,0,00010100,20
6.29,0.94,18.9,27.61,86.3,466,1,0,1,0,1,0,0,0,0,0,01010000,80
6.51,0.33,22.85,16.99,58.6,403,1,1,0,0,0,1,1,0,1,0,10001101,141
6.69,1.48,23.86,23.09,61.6,1014,0,1,0,1,0,0,1,0,0,1,10100100,164
6.56,0.82,24.75,19.2,69.6,370,1,1,0,0,0,0,1,0,0,0,10000100,132
6.03,1.37,16.03,22.98,89.5,616,0,0,0,0,1,0,0,0,0,1,00010000,16
6.83,0.72,26.58,23.81,72.7,747,0,1,0,0,0,0,1,0,0,0,10000100,132
6.1,0.36,20.99,22.18,61.6,833,1,0,0,0,0,0,0,0,1,0,00000001,1
5.96,0.46,27.91,19.98,71.0,573,0,1,0,0,0,0,0,0,1,0,10000001,129
6.39,1.22,19.85,26.44,89.8,994,1,0,1,0,1,0,0,0,0,1,01010000,80
5.61,0.98,17.78,18.73,86.4,957,1,0,0,0,1,0,0,1,0,0,00010010,18
5.9,0.79,21.23,27.09,54.1,781,0,0,1,0,0,1,0,0,0,0,01001000,72
5.59,1.02,20.06,27.35,68.6,522,1,0,1,0,0,0,0,1,0,0,01000010,66
5.81,1.14,22.87,21.52,56.4,729,1,1,0,0,0,1,0,0,0,0,10001000,136
6.85,1.23,17.92,17.94,75.6,332,1,0,0,0,0,0,1,0,0,1,00000100,4
6.78,1.15,24.95,27.8,52.9,420,0,1,1,0,0,1,1,0,0,0,11001100,204
6.36,1.39,17.9,26.15,80.2,372,1,0,1,0,1,0,0,0,0,1,01010000,80
6.68,0.52,26.92,21.27,83.4,914,1,1,0,0,1,0,1,0,1,0,10010101,149
5.76,1.03,17.26,27.69,88.9,666,0,0,1,0,1,0,0,1,0,0,01010010,82
5.67,0.52,25.44,25.54,93.2,369,0,1,1,0,1,0,0,1,1,0,11010011,211
6.88,0.52,25.4,26.02,71.0,478,0,1,1,0,0,0,1,0,1,0,11000101,197
6.57,1.28,18.71,22.81,75.6,852,1,0,0,0,0,0,1,0,0,1,00000100,4
6.07,0.54,26.66,25.38,60.2,902,0,1,1,0,0,0,0,0,1,0,11000001,193
5.44,0.52,19.17,23.95,76.6,409,1,0,0,0,0,0,0,1,1,0,00000011,3
6.26,1.27,24.41,21.46,65.8,518,0,1,0,0,0,0,0,0,0,1,10000000,128
6.26,1.48,21.56,17.77,78.5,1031,0,0,0,1,0,0,0,0,0,1,00100000,32
5.86,1.23,26.67,26.12,77.3,424,1,1,1,0,0,0,0,0,0,1,11000000,192
5.86,0.62,20.59,26.56,56.9,833,1,0,1,0,0,1,0,0,0,0,01001000,72
5.98,1.14,20.17,21.65,54.6,364,1,0,0,0,0,1,0,0,0,0,00001000,8
5.83,0.6,22.08,19.36,93.8,406,1,1,0,0,1,0,0,0,0,0,10010000,144
6.71,0.41,26.97,17.34,72.8,1066,0,1,0,1,0,0,1,0,1,0,10100101,165
5.52,0.94,18.71,26.22,69.0,1032,0,0,1,1,0,0,0,1,0,0,01100010,98
5.88,0.65,22.19,22.5,52.7,441,1,1,0,0,0,1,0,0,0,0,10001000,136
6.64,0.37,26.65,19.63,84.0,388,1,1,0,0,1,0,1,0,1,0,10010101,149
5.68,1.21,24.92,24.67,64.0,725,1,1,1,0,0,0,0,1,0,1,11000010,194
5.81,0.37,24.76,26.53,55.5,1000,1,1,1,0,0,1,0,0,1,0,11001001,201
5.96,0.52,18.86,27.76,65.5,319,1,0,1,0,0,0,0,0,1,0,01000001,65
5.94,0.54,26.14,22.34,77.7,915,1,1,0,0,0,0,0,0,1,0,10000001,129
6.79,0.97,22.3,23.9,73.5,1037,1,1,0,1,0,0,1,0,0,0,10100100,164
5.94,1.06,26.07,19.32,55.8,990,0,1,0,0,0,1,0,0,0,0,10001000,136
5.68,1.09,16.72,23.64,87.6,610,0,0,0,0,1,0,0,1,0,0,00010010,18
6.47,1.45,17.81,25.52,54.8,875,1,0,1,0,0,1,0,0,0,1,01001000,72
5.74,1.15,20.55,23.41,66.7,889,1,0,0,0,0,0,0,1,0,0,00000010,2
6.9,0.37,22.4,24.41,55.6,487,1,1,1,0,0,1,1,0,1,0,11001101,205
6.63,0.72,20.93,17.66,87.7,719,0,0,0,0,1,0,1,0,0,0,00010100,20
6.03,0.75,26.67,23.42,75.8,945,1,1,0,0,0,0,0,0,0,0,10000000,128
6.27,1.39,25.3,21.78,87.8,300,1,1,0,0,1,0,0,0,0,1,10010000,144
5.64,0.56,20.58,21.88,92.9,1069,1,0,0,1,1,0,0,1,1,0,00110011,51
5.44,1.03,21.73,22.99,54.5,783,0,0,0,0,0,1,0,1,0,0,00001010,10
5.71,1.09,27.86,19.31,53.3,818,1,1,0,0,0,1,0,1,0,0,10001010,138
5.63,1.35,26.45,24.12,77.4,752,0,1,1,0,0,0,0,1,0,1,11000010,194
6.44,1.47,19.99,19.67,69.7,699,0,0,0,0,0,0,0,0,0,1,00000000,0
6.1,1.15,27.65,25.86,64.8,1085,1,1,1,1,0,0,0,0,0,0,11100000,224
5.98,1.16,19.58,18.44,94.0,905,0,0,0,0,1,0,0,0,0,0,00010000,16
5.63,0.67,25.35,23.75,74.8,772,1,1,0,0,0,0,0,1,0,0,10000010,130
6.07,1.07,23.25,22.86,94.2,1003,0,1,0,1,1,0,0,0,0,0,10110000,176
5.6,0.34,25.91,26.76,64.0,1094,0,1,1,1,0,0,0,1,1,0,11100011,227
6.24,0.58,25.47,19.44,86.0,385,0,1,0,0,1,0,0,0,1,0,10010001,145
6.15,1.25,27.32,18.27,81.3,311,0,1,0,0,1,0,0,0,0,1,10010000,144
6.26,1.29,16.58,18.06,64.2,648,0,0,0,0,0,0,0,0,0,1,00000000,0
5.67,0.9,18.3,22.57,75.2,709,1,0,0,0,0,0,0,1,0,0,00000010,2
6.2,1.33,19.59,24.52,89.7,640,0,0,1,0,1,0,0,0,0,1,01010000,80
6.21,0.76,27.88,20.53,81.2,558,0,1,0,0,1,0,0,0,0,0,10010000,144
6.32,0.85,25.09,27.85,76.2,991,0,1,1,0,0,0,0,0,0,0,11000000,192
5.98,1.1,22.56,19.69,74.4,731,1,1,0,0,0,0,0,0,0,0,10000000,128
6.84,0.87,18.81,26.43,92.8,589,1,0,1,0,1,0,1,0,0,0,01010100,84
6.83,1.12,17.52,19.21,53.5,922,0,0,0,0,0,1,1,0,0,0,00001100,12
6.89,0.8,18.02,16.77,82.6,532,1,0,0,0,1,0,1,0,0,0,00010100,20
6.05,1.38,25.09,18.68,80.3,752,1,1,0,0,1,0,0,0,0,1,10010000,144
6.71,1.31,24.53,26.54,72.2,755,1,1,1,0,0,0,1,0,0,1,11000100,196
5.59,1.15,16.03,23.15,84.1,893,1,0,0,0,1,0,0,1,0,0,00010010,18
6.75,0.74,23.39,24.01,87.5,362,1,1,1,0,1,0,1,0,0,0,11010100,212
5.81,0.33,21.57,21.47,60.9,799,1,0,0,0,0,0,0,0,1,0,00000001,1
6.08,0.53,21.89,27.88,69.3,961,0,0,1,0,0,0,0,0,1,0,01000001,65
6.33,1.06,18.78,18.21,52.3,989,0,0,0,0,0,1,0,0,0,0,00001000,8
6.24,1.46,22.1,18.66,76.2,942,1,1,0,0,0,0,0,0,0,1,10000000,128
5.74,1.36,24.59,26.31,69.7,377,1,1,1,0,0,0,0,1,0,1,11000010,194
6.58,0.84,18.99,22.19,87.1,885,0,0,0,0,1,0,1,0,0,0,00010100,20
6.76,1.2,16.46,18.9,68.0,1053,0,0,0,1,0,0,1,0,0,0,00100100,36
5.75,1.21,20.39,24.11,65.1,1033,0,0,1,1,0,0,0,1,0,1,01100010,98
5.44,1.27,22.41,25.21,66.8,919,0,1,1,0,0,0,0,1,0,1,11000010,194
6.43,0.43,21.96,23.36,63.0,678,0,0,0,0,0,0,0,0,1,0,00000001,1
5.7,0.66,18.1,16.43,66.4,1051,1,0,0,1,0,0,0,1,0,0,00100010,34
6.16,0.61,27.95,17.43,85.8,1080,1,1,0,1,1,0,0,0,0,0,10110000,176
6.62,1.45,21.45,25.46,91.7,787,0,0,1,0,1,0,1,0,0,1,01010100,84
6.19,0.52,21.53,27.46,78.1,362,1,0,1,0,0,0,0,0,1,0,01000001,65
5.99,0.73,22.24,22.27,71.1,954,1,1,0,0,0,0,0,0,0,0,10000000,128
6.22,0.5,25.47,17.17,66.1,716,0,1,0,0,0,0,0,0,1,0,10000001,129
6.45,0.69,26.12,24.53,88.3,986,0,1,1,0,1,0,0,0,0,0,11010000,208
6.05,1.26,19.71,16.7,86.1,1024,0,0,0,1,1,0,0,0,0,1,00110000,48
6.87,1.31,22.81,25.15,71.0,962,0,1,1,0,0,0,1,0,0,1,11000100,196
5.41,1.25,22.07,26.91,86.6,1046,1,1,1,1,1,0,0,1,0,1,11110010,242
6.09,0.95,23.65,24.98,65.5,939,1,1,1,0,0,0,0,0,0,0,11000000,192
5.73,1.42,25.58,27.1,84.8,644,0,1,1,0,1,0,0,1,0,1,11010010,210
6.81,0.95,16.81,26.04,55.5,610,0,0,1,0,0,1,1,0,0,0,01001100,76
5.72,0.66,23.58,16.86,52.6,773,1,1,0,0,0,1,0,1,0,0,10001010,138
5.63,1.08,27.78,27.08,82.5,698,1,1,1,0,1,0,0,1,0,0,11010010,210
6.54,1.35,24.35,25.21,81.1,560,1,1,1,0,1,0,1,0,0,1,11010100,212
5.99,0.85,21.71,18.21,54.3,799,1,0,0,0,0,1,0,0,0,0,00001000,8
6.35,0.89,26.3,21.55,90.1,810,0,1,0,0,1,0,0,0,0,0,10010000,144
6.26,0.71,16.19,22.99,64.1,839,1,0,0,0,0,0,0,0,0,0,00000000,0
6.09,0.34,17.78,20.65,59.5,832,1,0,0,0,0,1,0,0,1,0,00001001,9
6.38,0.38,17.36,24.36,87.7,648,0,0,1,0,1,0,0,0,1,0,01010001,81
5.63,0.74,22.71,18.18,51.8,919,0,1,0,0,0,1,0,1,0,0,10001010,138
5.9,0.57,21.28,19.43,74.8,458,1,0,0,0,0,0,0,0,1,0,00000001,1
5.47,1.43,25.06,25.06,70.0,648,0,1,1,0,0,0,0,1,0,1,11000010,194
6.67,0.86,20.97,25.82,69.1,514,0,0,1,0,0,0,1,0,0,0,01000100,68
6.67,0.84,20.81,17.51,91.3,897,0,0,0,0,1,0,1,0,0,0,00010100,20
6.75,1.33,22.63,26.84,52.1,974,0,1,1,0,0,1,1,0,0,1,11001100,204
6.52,1.17,16.18,27.85,58.6,626,0,0,1,0,0,1,1,0,0,0,01001100,76
5.41,0.37,17.8,27.51,76.5,473,0,0,1,0,0,0,0,1,1,0,01000011,67
6.56,1.38,22.97,17.92,82.3,639,1,1,0,0,1,0,1,0,0,1,10010100,148
6.76,1.01,19.88,26.38,68.8,950,0,0,1,0,0,0,1,0,0,0,01000100,68
6.81,1.04,22.8,25.9,86.0,689,0,1,1,0,1,0,1,0,0,0,11010100,212
6.18,0.42,20.04,18.7,85.3,1085,0,0,0,1,1,0,0,0,1,0,00110001,49
6.3,1.13,18.61,27.56,78.1,486,1,0,1,0,0,0,0,0,0,0,01000000,64
6.45,0.93,20.21,16.76,51.8,708,0,0,0,0,0,1,0,0,0,0,00001000,8
6.18,1.22,18.34,24.94,52.7,802,1,0,1,0,0,1,0,0,0,1,01001000,72
5.77,1.32,21.71,24.66,93.0,734,1,0,1,0,1,0,0,1,0,1,01010010,82
6.79,1.48,27.99,27.19,66.8,864,0,1,1,0,0,0,1,0,0,1,11000100,196
6.73,0.9,27.33,25.4,65.5,655,1,1,1,0,0,0,1,0,0,0,11000100,196
6.85,0.61,17.3,27.26,76.7,374,0,0,1,0,0,0,1,0,0,0,01000100,68
5.47,0.4,27.63,24.01,78.9,381,1,1,1,0,0,0,0,1,1,0,11000011,195
5.94,1.13,21.82,19.39,92.5,604,0,0,0,0,1,0,0,0,0,0,00010000,16
5.77,1.42,22.82,27.06,63.1,729,0,1,1,0,0,0,0,1,0,1,11000010,194
6.85,0.31,22.65,26.92,79.0,397,1,1,1,0,0,0,1,0,1,0,11000101,197
5.68,1.2,26.77,19.2,78.7,369,0,1,0,0,0,0,0,1,0,0,10000010,130
6.02,0.54,27.6,23.06,71.4,1060,1,1,0,1,0,0,0,0,1,0,10100001,161
5.89,1.27,17.06,19.53,88.2,1057,0,0,0,1,1,0,0,0,0,1,00110000,48
6.64,1.05,25.3,16.59,88.7,983,1,1,0,0,1,0,1,0,0,0,10010100,148
5.76,1.36,21.36,27.54,80.1,819,0,0,1,0,1,0,0,1,0,1,01010010,82
6.48,1.13,23.65,17.53,89.6,917,1,1,0,0,1,0,0,0,0,0,10010000,144
6.17,0.31,23.07,18.44,86.8,1040,0,1,0,1,1,0,0,0,1,0,10110001,177
5.77,0.56,21.21,23.38,89.8,404,1,0,0,0,1,0,0,1,1,0,00010011,19
5.51,1.11,22.85,17.96,85.2,1070,1,1,0,1,1,0,0,1,0,0,10110010,178
5.78,1.39,20.52,24.59,55.0,862,0,0,1,0,0,1,0,1,0,1,01001010,74
6.17,0.45,27.09,27.46,78.5,840,0,1,1,0,0,0,0,0,1,0,11000001,193
6.3,1.36,18.35,18.44,77.3,461,1,0,0,0,0,0,0,0,0,1,00000000,0
5.43,0.8,17.42,27.01,60.4,319,1,0,1,0,0,0,0,1,0,0,01000010,66
6.46,0.69,17.36,26.14,92.6,865,0,0,1,0,1,0,0,0,0,0,01010000,80
5.61,1.35,18.78,19.73,51.7,925,1,0,0,0,0,1,0,1,0,1,00001010,10
6.2,0.6,16.45,16.39,56.8,778,1,0,0,0,0,1,0,0,0,0,00001000,8
5.51,0.91,23.96,24.47,65.1,821,1,1,1,0,0,0,0,1,0,0,11000010,194
6.88,1.34,18.71,17.39,81.2,477,1,0,0,0,1,0,1,0,0,1,00010100,20
6.39,1.05,27.48,24.03,68.8,1002,0,1,1,1,0,0,0,0,0,0,11100000,224
6.27,0.5,19.36,26.07,59.2,909,1,0,1,0,0,1,0,0,1,0,01001001,73
6.79,0.74,19.77,18.77,77.3,442,0,0,0,0,0,0,1,0,0,0,00000100,4
