pH,EC,W_Temp,A_Temp,Humid,CO2,Light_on_off,Water_cooler,Air_Cooler,Air_Vent,Dehumidifier,Humidifier,Acid_Dozer,Base_Dozer,Nutrient_Dozer,Distilled_Water_Dozer,Binary,Decimal_Label
5.41,0.31,18.82,17.31,94.9,670,1,0,0,0,1,0,0,1,1,0,00010011,19
6.68,1.0,16.01,27.0,81.6,652,0,0,1,0,1,0,1,0,0,0,01010100,84
6.11,0.34,25.43,24.8,73.0,1077,0,1,1,1,0,0,0,0,1,0,11100001,225
5.55,0.65,22.01,16.55,59.1,828,0,1,0,0,0,1,0,1,0,0,10001010,138
5.86,1.28,26.2,26.09,57.4,779,1,1,1,0,0,1,0,0,0,1,11001000,200
5.93,0.91,17.91,16.84,82.8,525,0,0,0,0,1,0,0,0,0,0,00010000,16
5.92,0.74,24.68,25.47,92.8,835,0,1,1,0,1,0,0,0,0,0,11010000,208
5.57,0.86,18.15,19.72,93.7,406,1,0,0,0,1,0,0,1,0,0,00010010,18
6.6,0.65,26.31,18.95,81.5,674,1,1,0,0,1,0,1,0,0,0,10010100,148
5.46,0.33,21.69,24.21,67.4,743,1,0,1,0,0,0,0,1,1,0,01000011,67
5.47,1.4,21.15,26.29,62.4,1027,0,0,1,1,0,0,0,1,0,1,01100010,98
6.5,1.41,22.4,18.07,88.1,711,1,1,0,0,1,0,0,0,0,1,10010000,144
6.52,0.84,24.3,23.56,69.0,659,0,1,0,0,0,0,1,0,0,0,10000100,132
6.57,1.0,23.98,16.65,83.6,820,0,1,0,0,1,0,1,0,0,0,10010100,148
5.91,0.38,17.55,23.28,82.3,787,0,0,0,0,1,0,0,0,1,0,00010001,17
6.63,0.34,27.41,27.46,70.5,825,1,1,1,0,0,0,1,0,1,0,11000101,197
5.93,0.89,26.42,17.38,55.2,642,0,1,0,0,0,1,0,0,0,0,10001000,136
5.88,0.43,22.63,17.31,93.2,817,1,1,0,0,1,0,0,0,1,0,10010001,145
6.05,0.95,25.14,24.34,68.1,639,1,1,1,0,0,0,0,0,0,0,11000000,192
6.76,1.13,25.3,16.97,53.8,311,1,1,0,0,0,1,1,0,0,0,10001100,140
6.77,1.26,19.95,23.99,84.0,925,1,0,0,0,1,0,1,0,0,1,00010100,20
6.18,1.02,26.64,20.31,63.0,529,0,1,0,0,0,0,0,0,0,0,10000000,128
5.43,1.49,17.18,17.96,58.2,1007,1,0,0,1,0,1,0,1,0,1,00101010,42
6.57,1.19,26.13,21.29,56.0,402,0,1,0,0,0,1,1,0,0,0,10001100,140
6.43,1.29,16.6,23.94,84.9,545,0,0,0,0,1,0,0,0,0,1,00010000,16
5.88,0.42,26.05,27.59,80.4,445,0,1,1,0,1,0,0,0,1,0,11010001,209
6.7,1.4,19.34,19.74,87.4,952,1,0,0,0,1,0,1,0,0,1,00010100,20
6.69,1.39,25.21,27.35,94.3,603,0,1,1,0,1,0,1,0,0,1,11010100,212
6.37,1.44,23.07,24.79,77.6,1019,1,1,1,1,0,0,0,0,0,1,11100000,224
5.82,1.4,20.57,24.27,83.2,866,1,0,1,0,1,0,0,0,0,1,01010000,80
5.58,0.39,20.31,25.89,64.8,1061,1,0,1,1,0,0,0,1,1,0,01100011,99
5.77,0.31,27.22,19.9,75.4,886,1,1,0,0,0,0,0,1,1,0,10000011,131
6.74,0.32,17.2,21.62,92.8,867,0,0,0,0,1,0,1,0,1,0,00010101,21
6.73,0.34,21.65,19.04,92.7,913,0,0,0,0,1,0,1,0,1,0,00010101,21
5.88,1.0,20.37,23.77,60.2,910,0,0,0,0,0,0,0,0,0,0,00000000,0
5.94,1.46,18.91,17.18,81.2,799,1,0,0,0,1,0,0,0,0,1,00010000,16
6.13,1.45,18.5,23.6,58.9,589,1,0,0,0,0,1,0,0,0,1,00001000,8
5.62,0.63,22.02,22.34,64.0,592,0,1,0,0,0,0,0,1,0,0,10000010,130
6.1,0.37,18.69,19.78,79.2,647,1,0,0,0,0,0,0,0,1,0,00000001,1
5.51,1.07,16.55,22.23,88.3,595,1,0,0,0,1,0,0,1,0,0,00010010,18
6.0,0.44,17.72,26.21,70.7,950,1,0,1,0,0,0,0,0,1,0,01000001,65
5.42,0.71,18.78,20.81,67.3,1073,0,0,0,1,0,0,0,1,0,0,00100010,34
6.0,0.46,18.31,25.1,90.4,1056,0,0,1,1,1,0,0,0,1,0,01110001,113
6.46,0.51,21.04,24.48,61.4,415,0,0,1,0,0,0,0,0,1,0,01000001,65
6.49,0.95,24.13,20.37,70.5,312,0,1,0,0,0,0,0,0,0,0,10000000,128
5.57,1.41,22.99,17.2,92.0,848,0,1,0,0,1,0,0,1,0,1,10010010,146
6.5,0.77,22.18,22.9,66.8,430,0,1,0,0,0,0,0,0,0,0,10000000,128
6.37,1.2,23.74,16.73,56.3,923,0,1,0,0,0,1,0,0,0,0,10001000,136
5.55,1.31,18.63,19.09,94.6,929,1,0,0,0,1,0,0,1,0,1,00010010,18
5.59,1.44,20.58,24.01,93.5,617,0,0,1,0,1,0,0,1,0,1,01010010,82
6.83,0.67,18.19,22.55,68.1,1094,0,0,0,1,0,0,1,0,0,0,00100100,36
6.78,1.49,27.65,27.86,75.4,531,1,1,1,0,0,0,1,0,0,1,11000100,196
5.84,1.17,20.54,18.96,57.7,493,0,0,0,0,0,1,0,0,0,0,00001000,8
6.15,0.89,20.03,17.32,79.9,879,1,0,0,0,0,0,0,0,0,0,00000000,0
6.08,0.87,18.26,19.45,50.1,947,1,0,0,0,0,1,0,0,0,0,00001000,8
5.87,0.86,17.12,19.29,85.2,427,1,0,0,0,1,0,0,0,0,0,00010000,16
6.46,0.82,24.6,22.95,94.8,348,1,1,0,0,1,0,0,0,0,0,10010000,144
6.18,1.24,17.21,17.1,58.4,1094,0,0,0,1,0,1,0,0,0,1,00101000,40
5.59,0.8,23.16,17.84,68.6,437,1,1,0,0,0,0,0,1,0,0,10000010,130
6.38,0.96,25.79,27.06,85.7,531,1,1,1,0,1,0,0,0,0,0,11010000,208
6.15,1.27,22.41,21.67,50.8,739,1,1,0,0,0,1,0,0,0,1,10001000,136
5.71,1.33,18.93,24.7,87.1,455,0,0,1,0,1,0,0,1,0,1,01010010,82
6.15,0.37,21.45,16.37,90.9,1041,0,0,0,1,1,0,0,0,1,0,00110001,49
6.02,0.62,17.79,26.07,90.4,339,0,0,1,0,1,0,0,0,0,0,01010000,80
5.63,1.18,26.76,21.48,76.7,677,1,1,0,0,0,0,0,1,0,0,10000010,130
6.06,0.75,16.1,25.65,71.7,994,0,0,1,0,0,0,0,0,0,0,01000000,64
6.09,1.21,22.56,18.12,64.8,941,0,1,0,0,0,0,0,0,0,1,10000000,128
5.9,0.75,27.62,22.63,93.7,570,0,1,0,0,1,0,0,0,0,0,10010000,144
6.13,0.81,22.56,22.92,68.9,600,1,1,0,0,0,0,0,0,0,0,10000000,128
5.9,1.15,25.14,23.76,53.1,344,0,1,0,0,0,1,0,0,0,0,10001000,136
6.28,0.93,22.85,23.1,70.0,714,1,1,0,0,0,0,0,0,0,0,10000000,128
6.89,0.6,16.69,17.5,78.1,1036,1,0,0,1,0,0,1,0,0,0,00100100,36
5.93,1.42,24.79,21.99,61.9,601,0,1,0,0,0,0,0,0,0,1,10000000,128
6.02,0.54,25.64,26.36,89.2,750,1,1,1,0,1,0,0,0,1,0,11010001,209
5.99,1.03,16.03,25.47,93.5,429,1,0,1,0,1,0,0,0,0,0,01010000,80
5.78,1.47,20.33,23.24,55.3,546,1,0,0,0,0,1,0,1,0,1,00001010,10
6.42,1.48,27.05,24.8,83.7,620,0,1,1,0,1,0,0,0,0,1,11010000,208
5.49,1.06,18.04,24.51,77.4,802,1,0,1,0,0,0,0,1,0,0,01000010,66
6.6,1.45,18.08,21.31,82.0,1079,0,0,0,1,1,0,1,0,0,1,00110100,52
6.49,0.7,17.88,27.52,73.0,864,0,0,1,0,0,0,0,0,0,0,01000000,64
6.43,0.63,18.44,17.07,94.9,756,0,0,0,0,1,0,0,0,0,0,00010000,16
6.5,1.37,16.02,27.84,82.2,975,0,0,1,0,1,0,0,0,0,1,01010000,80
5.92,1.11,26.69,18.73,63.5,618,1,1,0,0,0,0,0,0,0,0,10000000,128
6.54,0.43,22.33,19.72,86.6,705,1,1,0,0,1,0,1,0,1,0,10010101,149
6.55,0.82,23.74,20.18,60.4,882,0,1,0,0,0,0,1,0,0,0,10000100,132
5.82,1.42,21.05,22.58,90.1,1033,0,0,0,1,1,0,0,0,0,1,00110000,48
6.0,0.49,16.62,25.98,75.2,901,1,0,1,0,0,0,0,0,1,0,01000001,65
6.87,1.46,21.29,17.9,86.0,469,0,0,0,0,1,0,1,0,0,1,00010100,20
5.88,1.04,18.18,27.11,86.5,416,0,0,1,0,1,0,0,0,0,0,01010000,80
5.98,0.9,22.61,16.41,88.1,899,1,1,0,0,1,0,0,0,0,0,10010000,144
5.8,0.4,19.82,27.6,75.2,872,0,0,1,0,0,0,0,0,1,0,01000001,65
5.82,1.12,24.57,22.83,65.8,489,0,1,0,0,0,0,0,0,0,0,10000000,128
5.68,1.15,20.24,20.92,79.2,349,0,0,0,0,0,0,0,1,0,0,00000010,2
6.86,0.67,18.83,21.58,79.5,637,1,0,0,0,0,0,1,0,0,0,00000100,4
6.06,1.13,19.1,18.87,52.4,723,1,0,0,0,0,1,0,0,0,0,00001000,8
5.71,0.34,18.72,23.49,78.9,487,1,0,0,0,0,0,0,1,1,0,00000011,3
5.86,1.37,19.45,22.43,93.0,1020,0,0,0,1,1,0,0,0,0,1,00110000,48
5.68,1.29,17.34,16.12,69.8,409,1,0,0,0,0,0,0,1,0,1,00000010,2
5.94,1.3,27.94,18.16,85.1,385,0,1,0,0,1,0,0,0,0,1,10010000,144
5.87,1.12,24.61,27.86,70.6,813,1,1,1,0,0,0,0,0,0,0,11000000,192
6.71,0.69,22.95,21.24,66.0,775,1,1,0,0,0,0,1,0,0,0,10000100,132
6.72,0.87,20.37,17.45,86.4,489,0,0,0,0,1,0,1,0,0,0,00010100,20
5.93,0.94,21.08,17.61,73.1,765,0,0,0,0,0,0,0,0,0,0,00000000,0
6.5,0.31,26.99,23.99,64.8,479,0,1,0,0,0,0,0,0,1,0,10000001,129
6.83,0.79,22.57,17.74,85.9,616,1,1,0,0,1,0,1,0,0,0,10010100,148
5.74,1.42,16.74,22.37,71.9,499,1,0,0,0,0,0,0,1,0,1,00000010,2
6.39,1.34,22.3,19.65,68.8,560,0,1,0,0,0,0,0,0,0,1,10000000,128
6.68,1.15,19.72,18.77,83.0,396,0,0,0,0,1,0,1,0,0,0,00010100,20
6.55,1.21,17.88,27.1,92.1,958,1,0,1,0,1,0,1,0,0,1,01010100,84
5.7,0.56,16.48,24.32,66.7,303,0,0,1,0,0,0,0,1,1,0,01000011,67
6.71,0.59,17.74,23.48,91.2,952,1,0,0,0,1,0,1,0,1,0,00010101,21
6.41,1.35,17.68,20.17,86.8,529,0,0,0,0,1,0,0,0,0,1,00010000,16
5.85,1.24,23.12,22.81,79.7,419,0,1,0,0,0,0,0,0,0,1,10000000,128
5.41,1.18,21.76,26.3,79.3,326,0,0,1,0,0,0,0,1,0,0,01000010,66
6.06,1.47,27.18,24.46,76.0,464,0,1,1,0,0,0,0,0,0,1,11000000,192
5.49,1.16,24.5,21.61,83.5,546,1,1,0,0,1,0,0,1,0,0,10010010,146
6.83,0.95,27.78,21.53,67.6,673,0,1,0,0,0,0,1,0,0,0,10000100,132
5.76,1.45,25.07,23.63,81.2,574,0,1,0,0,1,0,0,1,0,1,10010010,146
5.74,0.64,18.42,18.58,79.5,938,0,0,0,0,0,0,0,1,0,0,00000010,2
5.58,0.56,22.3,21.76,68.5,830,0,1,0,0,0,0,0,1,1,0,10000011,131
5.42,0.79,22.31,20.62,76.9,1056,0,1,0,1,0,0,0,1,0,0,10100010,162
6.46,0.75,19.97,21.8,67.5,319,1,0,0,0,0,0,0,0,0,0,00000000,0
6.71,0.87,17.45,25.68,59.2,1033,1,0,1,1,0,1,1,0,0,0,01101100,108
5.86,0.41,17.65,26.5,61.9,574,0,0,1,0,0,0,0,0,1,0,01000001,65
6.8,0.41,24.34,26.38,84.8,688,0,1,1,0,1,0,1,0,1,0,11010101,213
6.07,0.56,25.8,25.31,69.7,472,1,1,1,0,0,0,0,0,1,0,11000001,193
5.72,0.79,17.09,24.62,56.5,636,0,0,1,0,0,1,0,1,0,0,01001010,74
6.34,1.36,19.77,27.07,50.1,1090,0,0,1,1,0,1,0,0,0,1,01101000,104
6.15,1.41,24.46,23.93,53.7,374,1,1,0,0,0,1,0,0,0,1,10001000,136
5.97,0.47,16.12,20.64,78.1,1095,1,0,0,1,0,0,0,0,1,0,00100001,33
6.84,0.84,16.15,25.0,65.5,447,0,0,1,0,0,0,1,0,0,0,01000100,68
6.46,0.56,20.59,26.7,86.5,1065,1,0,1,1,1,0,0,0,1,0,01110001,113
5.71,0.7,25.0,21.1,61.5,915,0,1,0,0,0,0,0,1,0,0,10000010,130
6.33,0.56,20.93,24.59,57.1,845,1,0,1,0,0,1,0,0,1,0,01001001,73
5.77,0.82,27.56,18.27,89.9,703,1,1,0,0,1,0,0,1,0,0,10010010,146
6.33,0.51,27.65,20.39,90.6,730,0,1,0,0,1,0,0,0,1,0,10010001,145
5.42,0.79,24.64,26.93,91.2,817,1,1,1,0,1,0,0,1,0,0,11010010,210
5.5,0.87,16.05,25.15,93.9,750,1,0,1,0,1,0,0,1,0,0,01010010,82
5.6,1.25,21.93,19.14,56.0,889,0,0,0,0,0,1,0,1,0,1,00001010,10
6.17,0.95,18.98,21.72,61.1,781,0,0,0,0,0,0,0,0,0,0,00000000,0
6.08,1.13,20.6,18.87,53.3,756,0,0,0,0,0,1,0,0,0,0,00001000,8
6.35,1.5,26.54,22.22,93.5,709,0,1,0,0,1,0,0,0,0,1,10010000,144
6.36,1.24,20.44,19.15,77.4,673,0,0,0,0,0,0,0,0,0,1,00000000,0
5.43,1.47,22.49,16.77,56.4,517,0,1,0,0,0,1,0,1,0,1,10001010,138
5.46,1.38,23.54,19.99,53.4,731,1,1,0,0,0,1,0,1,0,1,10001010,138
6.74,0.49,23.96,25.36,55.7,1023,0,1,1,1,0,1,1,0,1,0,11101101,237
6.67,0.75,23.21,27.14,65.9,455,0,1,1,0,0,0,1,0,0,0,11000100,196
6.89,0.78,24.97,27.27,60.7,519,1,1,1,0,0,0,1,0,0,0,11000100,196
6.17,0.94,24.21,20.43,80.3,750,0,1,0,0,1,0,0,0,0,0,10010000,144
5.53,0.93,23.05,22.71,88.0,966,1,1,0,0,1,0,0,1,0,0,10010010,146
6.29,0.52,16.25,25.32,72.0,572,1,0,1,0,0,0,0,0,1,0,01000001,65
5.7,1.08,23.42,23.0,90.1,477,1,1,0,0,1,0,0,1,0,0,10010010,146
6.78,1.49,19.16,16.8,94.2,321,1,0,0,0,1,0,1,0,0,1,00010100,20
5.51,1.37,24.29,27.28,54.3,726,0,1,1,0,0,1,0,1,0,1,11001010,202
5.54,1.26,24.49,26.64,52.2,367,0,1,1,0,0,1,0,1,0,1,11001010,202
6.39,1.06,16.34,19.28,91.9,912,1,0,0,0,1,0,0,0,0,0,00010000,16
6.03,0.55,19.46,27.59,79.2,382,1,0,1,0,0,0,0,0,1,0,01000001,65
5.98,0.89,20.35,24.6,91.0,770,1,0,1,0,1,0,0,0,0,0,01010000,80
5.67,0.74,19.55,24.91,74.1,919,0,0,1,0,0,0,0,1,0,0,01000010,66
5.56,1.0,16.07,18.4,52.3,452,1,0,0,0,0,1,0,1,0,0,00001010,10
5.99,0.87,20.84,19.9,75.7,343,1,0,0,0,0,0,0,0,0,0,00000000,0
5.49,1.2,20.23,27.08,94.0,373,1,0,1,0,1,0,0,1,0,0,01010010,82
5.64,0.34,18.94,27.18,72.7,548,1,0,1,0,0,0,0,1,1,0,01000011,67
6.86,1.38,22.07,26.09,86.7,806,1,1,1,0,1,0,1,0,0,1,11010100,212
5.62,1.2,22.35,22.83,79.6,685,0,1,0,0,0,0,0,1,0,0,10000010,130
6.28,0.57,25.13,23.88,75.1,835,0,1,0,0,0,0,0,0,1,0,10000001,129
6.12,1.31,27.15,20.38,72.1,554,0,1,0,0,0,0,0,0,0,1,10000000,128
6.12,1.38,26.21,16.06,58.1,708,1,1,0,0,0,1,0,0,0,1,10001000,136
6.72,0.53,19.28,17.74,87.3,653,0,0,0,0,1,0,1,0,1,0,00010101,21
6.72,0.71,22.41,27.39,81.8,609,1,1,1,0,1,0,1,0,0,0,11010100,212
6.5,0.74,27.17,16.57,51.2,1067,0,1,0,1,0,1,0,0,0,0,10101000,168
6.63,1.34,17.16,22.72,80.2,612,0,0,0,0,1,0,1,0,0,1,00010100,20
6.51,0.42,19.2,27.65,90.0,818,1,0,1,0,1,0,1,0,1,0,01010101,85
6.17,0.45,21.6,21.83,92.2,1055,0,0,0,1,1,0,0,0,1,0,00110001,49
6.82,1.24,24.99,24.56,70.1,799,0,1,1,0,0,0,1,0,0,1,11000100,196
6.4,0.45,24.43,17.31,87.8,654,0,1,0,0,1,0,0,0,1,0,10010001,145
5.91,1.0,23.61,25.11,69.1,417,0,1,1,0,0,0,0,0,0,0,11000000,192
6.02,0.43,19.6,27.4,82.8,516,1,0,1,0,1,0,0,0,1,0,01010001,81
5.47,1.48,18.23,26.82,73.8,528,1,0,1,0,0,0,0,1,0,1,01000010,66
6.81,1.02,20.37,26.07,54.4,781,0,0,1,0,0,1,1,0,0,0,01001100,76
6.68,0.76,22.87,22.4,84.0,758,1,1,0,0,1,0,1,0,0,0,10010100,148
6.59,0.88,16.42,18.41,77.0,387,1,0,0,0,0,0,1,0,0,0,00000100,4
6.25,1.04,22.68,27.8,65.8,903,1,1,1,0,0,0,0,0,0,0,11000000,192
6.44,0.5,16.1,27.39,68.0,733,1,0,1,0,0,0,0,0,1,0,01000001,65
6.76,0.74,25.59,27.62,94.0,712,1,1,1,0,1,0,1,0,0,0,11010100,212
5.58,1.3,18.7,16.16,69.3,785,0,0,0,0,0,0,0,1,0,1,00000010,2
5.61,1.32,19.09,27.08,91.5,459,1,0,1,0,1,0,0,1,0,1,01010010,82
6.17,1.24,25.33,19.49,79.9,955,0,1,0,0,0,0,0,0,0,1,10000000,128
6.68,1.0,24.61,19.72,79.4,396,0,1,0,0,0,0,1,0,0,0,10000100,132
5.54,1.08,19.64,19.16,72.4,335,1,0,0,0,0,0,0,1,0,0,00000010,2
5.97,1.26,19.1,19.61,72.3,663,1,0,0,0,0,0,0,0,0,1,00000000,0
5.79,1.14,25.16,23.48,82.9,534,0,1,0,0,1,0,0,1,0,0,10010010,146
5.78,0.89,16.4,26.18,78.1,752,1,0,1,0,0,0,0,1,0,0,01000010,66
6.76,0.87,24.24,17.49,67.4,813,1,1,0,0,0,0,1,0,0,0,10000100,132
6.84,1.02,17.55,22.85,71.3,316,0,0,0,0,0,0,1,0,0,0,00000100,4
6.44,1.4,23.2,27.3,54.6,976,1,1,1,0,0,1,0,0,0,1,11001000,200
6.19,0.81,22.03,16.3,84.3,337,0,1,0,0,1,0,0,0,0,0,10010000,144
6.08,0.89,16.86,20.92,91.6,1035,1,0,0,1,1,0,0,0,0,0,00110000,48
5.46,0.64,19.67,23.02,84.8,549,0,0,0,0,1,0,0,1,0,0,00010010,18
5.77,1.23,21.18,20.11,69.2,1013,0,0,0,1,0,0,0,1,0,1,00100010,34
6.04,0.62,20.94,16.98,95.0,959,1,0,0,0,1,0,0,0,0,0,00010000,16
5.82,1.35,19.64,18.7,88.4,506,0,0,0,0,1,0,0,0,0,1,00010000,16
5.61,0.65,23.92,21.52,50.3,601,1,1,0,0,0,1,0,1,0,0,10001010,138
6.45,1.38,18.63,26.63,67.8,1052,1,0,1,1,0,0,0,0,0,1,01100000,96
6.18,0.33,25.66,18.5,91.0,471,1,1,0,0,1,0,0,0,1,0,10010001,145
5.73,1.47,27.5,16.42,73.9,848,1,1,0,0,0,0,0,1,0,1,10000010,130
5.88,0.99,25.36,17.47,71.9,1038,0,1,0,1,0,0,0,0,0,0,10100000,160
5.64,0.35,18.18,22.73,51.6,1073,1,0,0,1,0,1,0,1,1,0,00101011,43
5.76,0.64,27.65,27.26,93.8,943,1,1,1,0,1,0,0,1,0,0,11010010,210
5.51,0.58,24.08,27.08,85.5,698,1,1,1,0,1,0,0,1,1,0,11010011,211
5.4,0.89,16.99,22.44,64.0,630,1,0,0,0,0,0,0,1,0,0,00000010,2
6.8,1.04,25.31,22.42,65.7,430,0,1,0,0,0,0,1,0,0,0,10000100,132
6.3,0.46,20.31,19.3,88.9,936,0,0,0,0,1,0,0,0,1,0,00010001,17
5.94,0.68,17.08,27.53,65.2,1018,0,0,1,1,0,0,0,0,0,0,01100000,96
6.24,0.56,21.32,23.46,79.4,686,1,0,0,0,0,0,0,0,1,0,00000001,1
6.12,0.75,21.49,26.47,67.2,394,1,0,1,0,0,0,0,0,0,0,01000000,64
6.72,0.59,22.06,17.93,78.3,554,0,1,0,0,0,0,1,0,1,0,10000101,133
6.32,1.09,22.7,23.91,79.3,389,0,1,0,0,0,0,0,0,0,0,10000000,128
5.71,0.4,25.19,23.72,78.2,644,1,1,0,0,0,0,0,1,1,0,10000011,131
6.56,1.08,23.82,20.06,91.5,798,1,1,0,0,1,0,1,0,0,0,10010100,148
6.32,1.09,27.56,27.65,64.5,1035,0,1,1,1,0,0,0,0,0,0,11100000,224
5.74,0.36,24.96,27.75,65.3,900,1,1,1,0,0,0,0,1,1,0,11000011,195
5.63,0.97,26.28,17.54,87.3,636,0,1,0,0,1,0,0,1,0,0,10010010,146
6.61,0.49,21.79,21.84,74.8,659,1,0,0,0,0,0,1,0,1,0,00000101,5
5.8,0.8,26.48,20.04,70.1,460,0,1,0,0,0,0,0,0,0,0,10000000,128
5.95,0.57,26.71,24.12,54.8,782,0,1,1,0,0,1,0,0,1,0,11001001,201
6.08,0.64,24.57,23.45,90.1,781,1,1,0,0,1,0,0,0,0,0,10010000,144
6.46,1.41,18.59,23.67,91.3,442,1,0,0,0,1,0,0,0,0,1,00010000,16
5.82,0.79,23.02,24.68,56.4,753,1,1,1,0,0,1,0,0,0,0,11001000,200
6.43,0.9,25.19,23.51,75.7,742,1,1,0,0,0,0,0,0,0,0,10000000,128
6.36,0.31,26.04,24.86,63.7,409,0,1,1,0,0,0,0,0,1,0,11000001,193
6.13,0.98,19.6,16.45,85.0,450,1,0,0,0,1,0,0,0,0,0,00010000,16
5.69,0.74,22.33,18.55,62.9,867,1,1,0,0,0,0,0,1,0,0,10000010,130
6.76,1.2,21.13,25.88,70.9,831,0,0,1,0,0,0,1,0,0,0,01000100,68
5.64,0.96,25.22,23.22,82.8,459,1,1,0,0,1,0,0,1,0,0,10010010,146
6.08,0.65,19.46,17.09,90.2,481,1,0,0,0,1,0,0,0,0,0,00010000,16
6.2,0.45,26.04,19.27,68.3,983,0,1,0,0,0,0,0,0,1,0,10000001,129
5.83,0.42,23.66,24.59,72.5,1001,0,1,1,1,0,0,0,0,1,0,11100001,225
6.74,1.22,19.58,16.93,61.5,539,0,0,0,0,0,0,1,0,0,1,00000100,4
5.53,0.62,22.51,16.06,69.7,373,0,1,0,0,0,0,0,1,0,0,10000010,130
5.51,0.55,26.33,26.22,90.4,601,0,1,1,0,1,0,0,1,1,0,11010011,211
5.83,0.52,24.69,18.03,68.8,949,0,1,0,0,0,0,0,0,1,0,10000001,129
6.88,1.49,16.0,24.79,74.1,731,1,0,1,0,0,0,1,0,0,1,01000100,68
5.47,1.43,18.45,17.08,89.0,898,0,0,0,0,1,0,0,1,0,1,00010010,18
6.1,0.45,25.53,24.92,57.4,892,0,1,1,0,0,1,0,0,1,0,11001001,201
6.59,0.35,17.61,24.17,74.9,327,1,0,1,0,0,0,1,0,1,0,01000101,69
6.02,1.3,21.13,18.24,75.3,883,1,0,0,0,0,0,0,0,0,1,00000000,0
6.4,0.85,25.07,23.56,58.3,965,1,1,0,0,0,1,0,0,0,0,10001000,136
6.55,0.77,17.39,24.04,65.8,619,1,0,1,0,0,0,1,0,0,0,01000100,68
5.95,0.87,16.32,25.09,68.6,1006,0,0,1,1,0,0,0,0,0,0,01100000,96
5.44,0.79,20.45,21.15,57.6,509,0,0,0,0,0,1,0,1,0,0,00001010,10
6.15,0.33,19.45,16.65,65.5,898,0,0,0,0,0,0,0,0,1,0,00000001,1
6.48,1.27,18.55,22.38,60.8,779,0,0,0,0,0,0,0,0,0,1,00000000,0
6.72,0.74,27.07,23.7,71.2,312,0,1,0,0,0,0,1,0,0,0,10000100,132
6.46,1.22,16.76,16.32,73.1,1090,0,0,0,1,0,0,0,0,0,1,00100000,32
6.56,0.68,19.6,24.6,56.0,1054,0,0,1,1,0,1,1,0,0,0,01101100,108
6.54,0.57,19.5,20.18,82.1,348,1,0,0,0,1,0,1,0,1,0,00010101,21
5.82,0.82,22.07,27.16,61.5,411,1,1,1,0,0,0,0,0,0,0,11000000,192
6.41,0.88,27.44,18.59,71.1,789,1,1,0,0,0,0,0,0,0,0,10000000,128
6.16,0.61,18.55,25.22,90.9,816,1,0,1,0,1,0,0,0,0,0,01010000,80
5.67,1.06,21.9,25.97,70.7,609,1,0,1,0,0,0,0,1,0,0,01000010,66
5.44,1.15,19.71,18.34,65.2,581,0,0,0,0,0,0,0,1,0,0,00000010,2
5.43,0.42,18.85,26.45,61.1,333,0,0,1,0,0,0,0,1,1,0,01000011,67
6.88,0.82,21.45,20.06,67.5,998,0,0,0,0,0,0,1,0,0,0,00000100,4
5.59,1.44,18.59,25.34,56.3,806,1,0,1,0,0,1,0,1,0,1,01001010,74
6.88,0.31,26.21,20.58,71.9,424,1,1,0,0,0,0,1,0,1,0,10000101,133
5.94,1.2,25.46,24.03,61.2,615,1,1,1,0,0,0,0,0,0,0,11000000,192
6.01,0.88,16.49,17.81,62.7,1012,1,0,0,1,0,0,0,0,0,0,00100000,32
6.05,0.34,18.57,19.9,66.8,725,1,0,0,0,0,0,0,0,1,0,00000001,1
6.68,0.52,17.86,26.25,54.7,910,0,0,1,0,0,1,1,0,1,0,01001101,77
5.74,1.27,26.79,26.45,62.1,981,1,1,1,0,0,0,0,1,0,1,11000010,194
6.35,0.33,21.09,20.13,66.7,719,0,0,0,0,0,0,0,0,1,0,00000001,1
5.64,0.83,26.09,25.91,68.6,677,1,1,1,0,0,0,0,1,0,0,11000010,194
5.66,0.78,24.13,25.41,57.5,938,0,1,1,0,0,1,0,1,0,0,11001010,202
6.0,1.06,24.4,26.13,85.9,496,0,1,1,0,1,0,0,0,0,0,11010000,208
6.05,0.51,25.96,20.61,74.8,1007,0,1,0,1,0,0,0,0,1,0,10100001,161
6.89,1.22,21.19,22.9,52.5,878,0,0,0,0,0,1,1,0,0,1,00001100,12
6.23,0.71,20.47,19.29,84.5,1004,1,0,0,1,1,0,0,0,0,0,00110000,48
6.01,0.56,22.84,26.97,69.5,944,1,1,1,0,0,0,0,0,1,0,11000001,193
5.6,0.38,25.29,26.47,74.1,672,1,1,1,0,0,0,0,1,1,0,11000011,195
5.63,0.9,16.45,23.63,66.9,627,0,0,0,0,0,0,0,1,0,0,00000010,2
6.81,0.99,23.77,26.13,85.1,888,1,1,1,0,1,0,1,0,0,0,11010100,212
6.01,0.51,25.58,20.95,77.6,865,0,1,0,0,0,0,0,0,1,0,10000001,129
6.41,1.29,25.25,25.84,83.5,593,0,1,1,0,1,0,0,0,0,1,11010000,208
6.9,1.06,16.26,27.57,85.3,583,0,0,1,0,1,0,1,0,0,0,01010100,84
6.29,0.43,22.99,24.12,85.8,549,1,1,1,0,1,0,0,0,1,0,11010001,209
5.64,1.34,19.66,24.24,54.8,954,1,0,1,0,0,1,0,1,0,1,01001010,74
6.23,1.48,18.03,16.69,70.4,1046,0,0,0,1,0,0,0,0,0,1,00100000,32
